Ruta_Archivo,Video_Origen,ID_Accion,Actividad,Frame_Inicio,Frame_Fin
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,2273,2405
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,2428,2555
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,2587,2628
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,2671,2729
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,2784,2983
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3004,3292
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3321,3528
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3549,3594
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3619,3749
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3770,3781
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3804,3869
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3901,3912
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3926,3965
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,3985,4223
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,4244,4532
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,4555,4964
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,4975,4990
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,5021,5033
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,5076,5097
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,5135,5198
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,5226,5275
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,5308,5326
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,5358,5474
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,5505,5527
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,5569,6239
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,6258,6602
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,0,gaze_on_road/looking_road,6624,6776
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,34,43
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,517,546
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,554,578
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,604,624
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,634,662
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,680,742
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,748,794
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,813,860
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,956,971
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,1277,1297
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,1369,1385
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,1764,1795
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,2129,2149
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,2253,2272
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,2406,2427
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,2556,2586
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,2629,2670
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,2730,2783
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,2984,3003
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,3293,3320
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,3529,3548
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,3595,3618
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,3750,3769
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,3782,3803
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,3870,3900
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,3913,3925
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,3966,3984
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,4224,4243
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,4533,4554
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,4965,4974
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,4991,5020
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,5034,5075
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,5098,5134
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,5199,5225
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,5276,5307
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,5327,5357
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,5475,5504
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,5528,5568
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,6240,6257
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,1,gaze_on_road/not_looking_road,6603,6623
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,177,315
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,335,343
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,2094,2162
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,2190,2291
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,2350,2363
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,2432,2452
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,2578,2649
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,2727,2785
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,4964,5059
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,5128,5140
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,5167,5194
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,5237,5301
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,2,talking/talking,5356,5601
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,3,hands_using_wheel/both,24,520
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,3,hands_using_wheel/both,577,609
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,3,hands_using_wheel/both,998,1273
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,3,hands_using_wheel/both,1962,2950
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,3,hands_using_wheel/both,3364,3404
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gA/1/s1/gA_1_s1_2019-03-08T09;31;15+01;00_rgb_ann_distraction.json,gA_1_s1_2019-03-08T09;31;15+01;00_distraction,3,hands_using_wheel/both,3456,3524
