file_id                                   , frame_start, frame_end, activity       , delta
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14100,     14104, reaching_behind,     4
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14104,     14151, reaching_behind,    47
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14151,     14196, reaching_behind,    45
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14196,     14199, reaching_behind,     3
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14352,     14384, reaching_behind,    32
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14384,     14400, eat_drink      ,    16
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14400,     14445, eat_drink      ,    45
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14445,     14491, eat_drink      ,    46
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14491,     14522, eat_drink      ,    31
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14565,     14595, reaching_behind,    30
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14595,     14630, reaching_behind,    35
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14630,     14665, eat_drink      ,    35
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14665,     14710, eat_drink      ,    45
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14710,     14739, eat_drink      ,    29
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14739,     14776, eat_drink      ,    37
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14776,     14795, reaching_behind,    19
vp1/run1b_2018-05-29-14-02-47.kinect_color,       14795,     14817, electronics    ,    22
vp1/run1b_2018-05-29-14-02-47.kinect_color,       15026,     15071, reaching_behind,    45
vp1/run1b_2018-05-29-14-02-47.kinect_color,       15923,     15946, reaching_behind,    23
vp1/run1b_2018-05-29-14-02-47.kinect_color,       15946,     15977, reaching_behind,    31
vp1/run1b_2018-05-29-14-02-47.kinect_color,       16282,     16317, reaching_behind,    35
vp1/run1b_2018-05-29-14-02-47.kinect_color,       16317,     16356, electronics    ,    39
vp1/run1b_2018-05-29-14-02-47.kinect_color,       18170,     18206, reaching_behind,    36
vp1/run1b_2018-05-29-14-02-47.kinect_color,       18263,     18293, electronics    ,    30
vp1/run2_2018-05-29-14-33-44.kinect_color ,         188,       199, electronics    ,    11
vp1/run2_2018-05-29-14-33-44.kinect_color ,         678,       696, electronics    ,    18
vp1/run2_2018-05-29-14-33-44.kinect_color ,        3478,      3490, electronics    ,    12
vp1/run2_2018-05-29-14-33-44.kinect_color ,        4573,      4617, reaching_behind,    44
vp1/run2_2018-05-29-14-33-44.kinect_color ,        4617,      4663, reaching_behind,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,        4663,      4682, reaching_behind,    19
vp1/run2_2018-05-29-14-33-44.kinect_color ,        4864,      4875, electronics    ,    11
vp1/run2_2018-05-29-14-33-44.kinect_color ,        6442,      6487, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,        6487,      6496, reaching_behind,     9
vp1/run2_2018-05-29-14-33-44.kinect_color ,        6666,      6696, reaching_behind,    30
vp1/run2_2018-05-29-14-33-44.kinect_color ,        6701,      6714, electronics    ,    13
vp1/run2_2018-05-29-14-33-44.kinect_color ,        7411,      7457, reaching_behind,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,        7457,      7480, reaching_behind,    23
vp1/run2_2018-05-29-14-33-44.kinect_color ,        7549,      7561, electronics    ,    12
vp1/run2_2018-05-29-14-33-44.kinect_color ,        8130,      8176, reaching_behind,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,        8176,      8191, reaching_behind,    15
vp1/run2_2018-05-29-14-33-44.kinect_color ,        8915,      8962, reaching_behind,    47
vp1/run2_2018-05-29-14-33-44.kinect_color ,        8962,      8990, reaching_behind,    28
vp1/run2_2018-05-29-14-33-44.kinect_color ,        8990,      8997, reaching_behind,     7
vp1/run2_2018-05-29-14-33-44.kinect_color ,        8997,      9042, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9042,      9064, reaching_behind,    22
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9408,      9453, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9453,      9499, reaching_behind,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9499,      9541, reaching_behind,    42
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9858,      9877, reaching_behind,    19
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9877,      9922, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9922,      9932, reaching_behind,    10
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9932,      9977, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9977,      9989, eat_drink      ,    12
vp1/run2_2018-05-29-14-33-44.kinect_color ,        9989,     10034, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10034,     10079, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10079,     10124, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10124,     10169, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10169,     10215, eat_drink      ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10215,     10261, eat_drink      ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10261,     10306, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10306,     10351, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10351,     10364, eat_drink      ,    13
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10364,     10409, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10409,     10454, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10454,     10479, reaching_behind,    25
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10479,     10518, eat_drink      ,    39
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10545,     10586, reaching_behind,    41
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10586,     10631, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10631,     10635, eat_drink      ,     4
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10693,     10738, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10738,     10783, eat_drink      ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10783,     10798, eat_drink      ,    15
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10857,     10903, eat_drink      ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10903,     10907, eat_drink      ,     4
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10907,     10952, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       10952,     10956, reaching_behind,     4
vp1/run2_2018-05-29-14-33-44.kinect_color ,       11470,     11483, electronics    ,    13
vp1/run2_2018-05-29-14-33-44.kinect_color ,       11811,     11857, reaching_behind,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       11857,     11896, reaching_behind,    39
vp1/run2_2018-05-29-14-33-44.kinect_color ,       12391,     12430, reaching_behind,    39
vp1/run2_2018-05-29-14-33-44.kinect_color ,       12430,     12474, reaching_behind,    44
vp1/run2_2018-05-29-14-33-44.kinect_color ,       12474,     12520, reaching_behind,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       12520,     12528, reaching_behind,     8
vp1/run2_2018-05-29-14-33-44.kinect_color ,       12673,     12708, reaching_behind,    35
vp1/run2_2018-05-29-14-33-44.kinect_color ,       12819,     12838, reaching_behind,    19
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13017,     13064, reaching_behind,    47
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13064,     13108, reaching_behind,    44
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13108,     13122, reaching_behind,    14
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13127,     13134, electronics    ,     7
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13384,     13410, reaching_behind,    26
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13410,     13456, reaching_behind,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13456,     13491, reaching_behind,    35
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13491,     13528, electronics    ,    37
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13528,     13573, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13573,     13618, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13618,     13663, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13663,     13709, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13709,     13754, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13754,     13800, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13800,     13847, electronics    ,    47
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13847,     13892, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13892,     13938, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13938,     13984, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       13984,     14028, electronics    ,    44
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14028,     14075, electronics    ,    47
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14075,     14119, electronics    ,    44
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14119,     14165, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14165,     14210, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14210,     14255, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14255,     14298, electronics    ,    43
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14298,     14343, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14343,     14388, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14388,     14395, electronics    ,     7
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14395,     14441, reaching_behind,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14441,     14448, reaching_behind,     7
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14661,     14690, electronics    ,    29
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14723,     14768, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14768,     14814, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14814,     14859, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14859,     14884, electronics    ,    25
vp1/run2_2018-05-29-14-33-44.kinect_color ,       14994,     15039, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       15039,     15084, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       15084,     15089, electronics    ,     5
vp1/run2_2018-05-29-14-33-44.kinect_color ,       16105,     16117, electronics    ,    12
vp1/run2_2018-05-29-14-33-44.kinect_color ,       16480,     16525, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       16525,     16539, electronics    ,    14
vp1/run2_2018-05-29-14-33-44.kinect_color ,       18802,     18816, electronics    ,    14
vp1/run2_2018-05-29-14-33-44.kinect_color ,       18957,     19001, reaching_behind,    44
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19361,     19385, reaching_behind,    24
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19385,     19393, electronics    ,     8
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19664,     19709, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19709,     19731, reaching_behind,    22
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19748,     19769, electronics    ,    21
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19769,     19814, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19814,     19859, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19859,     19904, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19904,     19950, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19950,     19995, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       19995,     20041, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20041,     20086, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20086,     20132, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20132,     20177, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20177,     20222, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20222,     20246, electronics    ,    24
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20246,     20286, reaching_behind,    40
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20286,     20333, electronics    ,    47
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20333,     20378, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20378,     20423, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20423,     20469, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20469,     20513, electronics    ,    44
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20513,     20558, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20558,     20604, electronics    ,    46
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20604,     20649, electronics    ,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20649,     20691, electronics    ,    42
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20691,     20716, electronics    ,    25
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20716,     20761, reaching_behind,    45
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20761,     20787, reaching_behind,    26
vp1/run2_2018-05-29-14-33-44.kinect_color ,       20787,     20797, electronics    ,    10
vp2/run1_2018-05-03-14-08-31.kinect_color ,         577,       612, electronics    ,    35
vp2/run1_2018-05-03-14-08-31.kinect_color ,        4846,      4863, electronics    ,    17
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5087,      5133, reaching_behind,    46
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5133,      5153, reaching_behind,    20
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5153,      5198, reaching_behind,    45
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5198,      5243, reaching_behind,    45
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5243,      5288, reaching_behind,    45
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5288,      5334, reaching_behind,    46
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5334,      5378, reaching_behind,    44
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5378,      5424, reaching_behind,    46
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5424,      5469, reaching_behind,    45
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5469,      5514, reaching_behind,    45
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5514,      5559, reaching_behind,    45
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5559,      5605, reaching_behind,    46
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5605,      5650, reaching_behind,    45
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5650,      5695, reaching_behind,    45
vp2/run1_2018-05-03-14-08-31.kinect_color ,        5695,      5740, reaching_behind,    45
