Ruta_Archivo,Frame_Inicio,Frame_Fin,label,activity
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,1870,1982,unsafe,phonecall_right
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,2032,2516,unsafe,phonecall_right
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,2541,2588,unsafe,phonecall_right
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,4846,5721,unsafe,phonecall_right
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,6475,6495,unsafe,phonecall_right
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,10299,10743,unsafe,texting_left
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,12844,13269,unsafe,texting_left
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,9137,9852,unsafe,phonecall_left
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,12001,12488,unsafe,phonecall_left
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,518,628,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,1042,1126,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,1522,1685,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,2589,2667,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,3012,3066,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,3684,3804,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,3921,4013,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,4431,4501,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,4783,4845,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,5722,5792,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,6366,6474,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,6969,7054,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,7438,7524,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,7860,7944,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,8227,8309,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,8642,8770,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,9049,9136,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,9853,9931,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,10152,10223,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,10744,10820,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,11046,11107,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,11549,11596,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,11875,11956,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,12489,12546,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,12764,12843,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,13270,13330,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,13624,13735,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,14095,14160,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,14436,14478,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-20T10;29;08+01;00_rgb_ann_distraction.json,14806,14901,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,3,317,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,354,574,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,1097,1364,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,2389,2532,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,3278,3411,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,3441,3457,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,4053,4200,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,4231,4377,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,4442,4512,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,5589,5773,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,5800,5960,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,6719,6772,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,6793,7043,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,7634,7829,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,7854,7923,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,8407,8762,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,10644,10663,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,10719,10740,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,11430,11606,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,12096,12403,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,13824,14066,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,14752,14821,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,14868,14919,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,15560,15727,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,16182,16256,safe,safe_drive
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,2640,3119,unsafe,texting_right
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,3172,3212,unsafe,texting_right
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,6041,6664,unsafe,texting_right
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,1454,2283,unsafe,phonecall_right
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,4590,4652,unsafe,phonecall_right
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,4676,5529,unsafe,phonecall_right
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,10847,11356,unsafe,texting_left
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,14154,14672,unsafe,texting_left
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,8861,10187,unsafe,phonecall_left
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,12496,13752,unsafe,phonecall_left
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,575,653,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,1041,1096,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,1365,1453,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,2284,2350,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,2555,2639,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,3213,3277,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,3458,3515,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,3879,3935,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,4513,4589,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,5530,5588,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,5961,6040,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,6665,6718,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,7044,7130,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,7551,7633,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,7924,8010,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,8323,8406,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,8763,8860,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,10188,10314,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,10694,10718,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,10741,10846,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,11357,11429,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,11607,11672,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,12049,12095,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,12404,12495,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,13753,13823,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,14067,14153,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,14673,14751,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,14920,15013,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,15477,15559,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,15728,15792,reaching,reach_side
dmd/gF/25/s4/gF_25_s4_2019-03-25T15;15;22+01;00_rgb_ann_distraction.json,16128,16181,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,15,458,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,1070,1389,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,2401,2686,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,3215,3556,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,4801,4990,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,5515,5800,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,6379,6670,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,8095,8227,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,8804,9149,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,9752,9987,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,11073,11282,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,11949,12129,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,1456,1464,unsafe,texting_right
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,2330,2341,unsafe,texting_right
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,2747,3162,unsafe,texting_right
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,3622,3638,unsafe,texting_right
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,5052,5457,unsafe,texting_right
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,1465,2329,unsafe,phonecall_right
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,3639,4748,unsafe,phonecall_right
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,7994,8032,unsafe,texting_left
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,8299,8743,unsafe,texting_left
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,9225,9690,unsafe,texting_left
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,10044,10074,unsafe,texting_left
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,10994,11013,unsafe,texting_left
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,6755,7993,unsafe,phonecall_left
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,10075,10993,unsafe,phonecall_left
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,459,610,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,939,1069,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,1390,1455,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,2342,2400,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,2687,2746,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,3163,3214,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,3557,3621,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,4749,4800,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,4991,5051,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,5458,5514,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,5801,5952,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,6275,6378,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,6671,6754,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,8033,8094,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,8228,8298,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,8744,8803,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,9150,9224,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,9691,9751,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,9988,10043,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,11014,11072,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,11283,11486,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-05T11;00;55+01;00_rgb_ann_distraction.json,11864,11948,reaching,reach_side
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,2,421,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,841,1129,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,2137,2466,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,3099,3401,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,4359,4737,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,5296,5597,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,6075,6349,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,7733,8011,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,8592,8893,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,10023,10258,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,10837,11168,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,11651,11883,safe,safe_drive
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,1198,1335,unsafe,texting_right
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,2544,3034,unsafe,texting_right
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,4828,5242,unsafe,texting_right
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,1336,2041,unsafe,phonecall_right
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,3467,4287,unsafe,phonecall_right
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,8098,8521,unsafe,texting_left
dmd/gF/25/s2/gF_25_s2_2019-03-04T15;44;45+01;00_rgb_ann_distraction.json,8980,8996,unsafe,texting_left
